CODE;DATE;BREVETS
FI;2011-01-01;117903
FI;2012-01-01;119730
FI;2013-01-01;121467
FI;2014-01-01;123012
FI;2015-01-01;124428
FI;2016-01-01;125796
FI;2017-01-01;127325
FI;2018-01-01;128812
FR;1980-01-01;27989
FR;1981-01-01;52657
FR;1982-01-01;74899
FR;1983-01-01;96075
FR;1984-01-01;116275
FR;1985-01-01;135868
FR;1986-01-01;154392
FR;1987-01-01;172962
FR;1988-01-01;190593
FR;1989-01-01;208171
FR;1990-01-01;224809
FR;1991-01-01;241314
FR;1992-01-01;257400
FR;1993-01-01;273440
FR;1994-01-01;289479
FR;1995-01-01;305375
FR;1996-01-01;321775
FR;1997-01-01;338664
FR;1998-01-01;355459
FR;1999-01-01;372333
FR;2000-01-01;389686
FR;2001-01-01;406790
FR;2002-01-01;423698
FR;2003-01-01;440548
FR;2004-01-01;457838
FR;2005-01-01;475113
FR;2006-01-01;492362
FR;2007-01-01;509471
FR;2008-01-01;525890
FR;2009-01-01;541583
FR;2010-01-01;558163
FR;2011-01-01;574917
FR;2012-01-01;591549
FR;2013-01-01;608435
FR;2014-01-01;624968
FR;2015-01-01;641268
FR;2016-01-01;657486
FR;2017-01-01;673733
FR;2018-01-01;689955
GM;1980-01-01;0
GM;1981-01-01;0
GM;1982-01-01;0
GM;1983-01-01;0
GM;1984-01-01;0
GM;1985-01-01;0
GM;1986-01-01;0
GM;1987-01-01;0
GM;1988-01-01;0
GM;1989-01-01;0
GM;1990-01-01;0
GM;1991-01-01;0
GM;1992-01-01;0
GM;1993-01-01;0
GM;1994-01-01;0
GM;1995-01-01;0
GM;1996-01-01;0
GM;1997-01-01;0
GM;1998-01-01;0
GM;1999-01-01;0
GM;2000-01-01;0
GM;2001-01-01;0
GM;2002-01-01;0
GM;2003-01-01;0
GM;2004-01-01;0
GM;2005-01-01;0
GM;2006-01-01;0
GM;2007-01-01;0
GM;2008-01-01;0
GM;2009-01-01;0
GM;2010-01-01;0
GM;2011-01-01;0
GM;2012-01-01;0
GM;2013-01-01;0
GM;2014-01-01;0
GM;2015-01-01;2
GM;2016-01-01;4
GM;2017-01-01;8
GM;2018-01-01;8
GE;1980-01-01;0
GE;1981-01-01;0
GE;1982-01-01;0
GE;1983-01-01;0
GE;1984-01-01;0
GE;1985-01-01;0
GE;1986-01-01;0
GE;1987-01-01;0
GE;1988-01-01;0
GE;1989-01-01;0
GE;1990-01-01;0
GE;1991-01-01;0
GE;1992-01-01;575
GE;1993-01-01;1255
GE;1994-01-01;1800
GE;1995-01-01;2507
GE;1996-01-01;2968
GE;1997-01-01;3436
GE;1998-01-01;3942
GE;1999-01-01;4397
GE;2000-01-01;4815
GE;2001-01-01;5290
GE;2002-01-01;5688
GE;2003-01-01;6054
GE;2004-01-01;6511
GE;2005-01-01;6986
GE;2006-01-01;7521
GE;2007-01-01;8085
GE;2008-01-01;8548
GE;2009-01-01;9022
GE;2010-01-01;9384
GE;2011-01-01;9782
GE;2012-01-01;10154
GE;2013-01-01;10487
GE;2014-01-01;10784
GE;2015-01-01;11055
GE;2016-01-01;11329
GE;2017-01-01;11561
GE;2018-01-01;11821
DD;1980-01-01;8490
DD;1981-01-01;18087
DD;1982-01-01;28225
DD;1983-01-01;40354
DD;1984-01-01;53475
DD;1985-01-01;66988
DD;1986-01-01;79611
DD;1987-01-01;92002
DD;1988-01-01;104243
DD;1989-01-01;115618
DD;1990-01-01;123143
DD;1991-01-01;123143
DD;1992-01-01;123143
DD;1993-01-01;123143
DD;1994-01-01;123143
DD;1995-01-01;123143
DD;1996-01-01;123143
DD;1997-01-01;123143
DD;1998-01-01;123143
DD;1999-01-01;123143
DD;2000-01-01;123143
DD;2001-01-01;123143
DD;2002-01-01;123143
DD;2003-01-01;123143
DD;2004-01-01;123143
DD;2005-01-01;123143
DD;2006-01-01;123143
DD;2007-01-01;123143
DD;2008-01-01;123143
DD;2009-01-01;123143
DD;2010-01-01;123143
DD;2011-01-01;123143
DD;2012-01-01;123143
DD;2013-01-01;123143
DD;2014-01-01;123143
DD;2015-01-01;123143
DD;2016-01-01;123143
DD;2017-01-01;123143
DD;2018-01-01;123143
DE;1980-01-01;48583
DE;1981-01-01;95162
DE;1982-01-01;142988
DE;1983-01-01;190091
DE;1984-01-01;235300
DE;1985-01-01;279682
DE;1986-01-01;322796
DE;1987-01-01;364326
DE;1988-01-01;405570
DE;1989-01-01;445909
DE;1990-01-01;485238
DE;1991-01-01;525278
DE;1992-01-01;566601
DE;1993-01-01;608348
DE;1994-01-01;652324
DE;1995-01-01;698482
DE;1996-01-01;750315
DE;1997-01-01;806044
DE;1998-01-01;863410
DE;1999-01-01;922941
DE;2000-01-01;985083
DE;2001-01-01;1045558
DE;2002-01-01;1103745
DE;2003-01-01;1162226
DE;2004-01-01;1221460
DE;2005-01-01;1281682
DE;2006-01-01;1342267
DE;2007-01-01;1403259
DE;2008-01-01;1465676
DE;2009-01-01;1525259
DE;2010-01-01;1584504
DE;2011-01-01;1643948
DE;2012-01-01;1705288
DE;2013-01-01;1768455
DE;2014-01-01;1834420
DE;2015-01-01;1901313
DE;2016-01-01;1969212
DE;2017-01-01;2036924
DE;2018-01-01;2104822
GH;1980-01-01;17
GH;1981-01-01;36
GH;1982-01-01;54
GH;1983-01-01;68
GH;1984-01-01;68
GH;1985-01-01;68
GH;1986-01-01;83
GH;1987-01-01;99
GH;1988-01-01;99
GH;1989-01-01;111
GH;1990-01-01;131
GH;1991-01-01;143
GH;1992-01-01;154
GH;1993-01-01;154
GH;1994-01-01;193
GH;1995-01-01;193
GH;1996-01-01;193
GH;1997-01-01;193
GH;1998-01-01;193
GH;1999-01-01;193
GH;2000-01-01;193
GH;2001-01-01;193
GH;2002-01-01;193
GH;2003-01-01;193
GH;2004-01-01;193
GH;2005-01-01;193
GH;2006-01-01;193
GH;2007-01-01;193
GH;2008-01-01;193
GH;2009-01-01;193
GH;2010-01-01;193
GH;2011-01-01;193
GH;2012-01-01;193
GH;2013-01-01;193
GH;2014-01-01;193
GH;2015-01-01;193
GH;2016-01-01;224
GH;2017-01-01;250
GH;2018-01-01;302
GR;1980-01-01;2835
GR;1981-01-01;5899
GR;1982-01-01;9074
GR;1983-01-01;12201
GR;1984-01-01;15620
GR;1985-01-01;18776
GR;1986-01-01;21739
GR;1987-01-01;23864
GR;1988-01-01;24526
GR;1989-01-01;25196
GR;1990-01-01;25903
GR;1991-01-01;26283
GR;1992-01-01;26716
GR;1993-01-01;27108
GR;1994-01-01;27514
GR;1995-01-01;27826
GR;1996-01-01;28130
GR;1997-01-01;28480
GR;1998-01-01;28790
GR;1999-01-01;29113
GR;2000-01-01;29453
GR;2001-01-01;29887
GR;2002-01-01;30299
GR;2003-01-01;30719
GR;2004-01-01;31126
GR;2005-01-01;31608
GR;2006-01-01;32170
GR;2007-01-01;32765
GR;2008-01-01;33423
GR;2009-01-01;34143
GR;2010-01-01;34887
GR;2011-01-01;35628
GR;2012-01-01;36284
GR;2013-01-01;37001
GR;2014-01-01;37671
GR;2015-01-01;38244
GR;2016-01-01;38890
GR;2017-01-01;39479
GR;2018-01-01;40058
GD;1980-01-01;2
GD;1981-01-01;2
GD;1982-01-01;2
GD;1983-01-01;2
GD;1984-01-01;2
GD;1985-01-01;2
GD;1986-01-01;2
GD;1987-01-01;2
GD;1988-01-01;2
GD;1989-01-01;2
GD;1990-01-01;2
GD;1991-01-01;2
GD;1992-01-01;2
GD;1993-01-01;2
GD;1994-01-01;2
GD;1995-01-01;2
GD;1996-01-01;2
GD;1997-01-01;2
GD;1998-01-01;2
GD;1999-01-01;2
GD;2000-01-01;2
GD;2001-01-01;2
GD;2002-01-01;2
GD;2003-01-01;2
GD;2004-01-01;2
GD;2005-01-01;2
GD;2006-01-01;2
GD;2007-01-01;2
GD;2008-01-01;2
GD;2009-01-01;2
GD;2010-01-01;2
GD;2011-01-01;2
GD;2012-01-01;28
GD;2013-01-01;61
GD;2014-01-01;78
GD;2015-01-01;87
GD;2016-01-01;104
GD;2017-01-01;104
GD;2018-01-01;104
GT;1980-01-01;0
GT;1981-01-01;0
GT;1982-01-01;185
GT;1983-01-01;185
GT;1984-01-01;300
GT;1985-01-01;464
GT;1986-01-01;595
GT;1987-01-01;679
GT;1988-01-01;777
GT;1989-01-01;857
GT;1990-01-01;981
GT;1991-01-01;1116
GT;1992-01-01;1222
GT;1993-01-01;1356
GT;1994-01-01;1476
GT;1995-01-01;1585
GT;1996-01-01;1749
GT;1997-01-01;1960
GT;1998-01-01;2204
GT;1999-01-01;2499
GT;2000-01-01;2803
GT;2001-01-01;3118
GT;2002-01-01;3419
GT;2003-01-01;3721
GT;2004-01-01;3996
GT;2005-01-01;4401
GT;2006-01-01;4929
GT;2007-01-01;5037
GT;2008-01-01;5348
GT;2009-01-01;5677
GT;2010-01-01;6058
GT;2011-01-01;6389
GT;2012-01-01;6733
GT;2013-01-01;7056
GT;2014-01-01;7354
GT;2015-01-01;7702
GT;2016-01-01;7971
GT;2017-01-01;8249
GT;2018-01-01;8483
GY;1980-01-01;0
GY;1981-01-01;0
GY;1982-01-01;0
GY;1983-01-01;13
GY;1984-01-01;18
GY;1985-01-01;35
GY;1986-01-01;52
GY;1987-01-01;55
GY;1988-01-01;55
GY;1989-01-01;55
GY;1990-01-01;61
GY;1991-01-01;61
GY;1992-01-01;61
GY;1993-01-01;61
GY;1994-01-01;61
GY;1995-01-01;61
GY;1996-01-01;61
GY;1997-01-01;61
GY;1998-01-01;61
GY;1999-01-01;61
GY;2000-01-01;61
GY;2001-01-01;61
GY;2002-01-01;61
GY;2003-01-01;61
GY;2004-01-01;61
GY;2005-01-01;61
GY;2006-01-01;61
GY;2007-01-01;61
GY;2008-01-01;61
GY;2009-01-01;61
GY;2010-01-01;61
GY;2011-01-01;61
GY;2012-01-01;75
GY;2013-01-01;91
GY;2014-01-01;111
GY;2015-01-01;124
GY;2016-01-01;142
GY;2017-01-01;165
GY;2018-01-01;185
HT;1980-01-01;17
HT;1981-01-01;25
HT;1982-01-01;51
HT;1983-01-01;67
HT;1984-01-01;80
HT;1985-01-01;101
HT;1986-01-01;125
HT;1987-01-01;143
HT;1988-01-01;148
HT;1989-01-01;148
HT;1990-01-01;148
HT;1991-01-01;156
HT;1992-01-01;156
HT;1993-01-01;156
HT;1994-01-01;156
HT;1995-01-01;156
HT;1996-01-01;165
HT;1997-01-01;165
HT;1998-01-01;165
HT;1999-01-01;171
HT;2000-01-01;171
HT;2001-01-01;171
HT;2002-01-01;171
HT;2003-01-01;171
HT;2004-01-01;171
HT;2005-01-01;171
HT;2006-01-01;171
HT;2007-01-01;171
HT;2008-01-01;171
HT;2009-01-01;171
HT;2010-01-01;181
HT;2011-01-01;195
HT;2012-01-01;212
HT;2013-01-01;223
HT;2014-01-01;244
HT;2015-01-01;244
HT;2016-01-01;244
HT;2017-01-01;244
HT;2018-01-01;244
W1;1980-01-01;0
W1;1981-01-01;0
W1;1982-01-01;0
W1;1983-01-01;0
W1;1984-01-01;0
W1;1985-01-01;0
W1;1986-01-01;0
W1;1987-01-01;0
W1;1988-01-01;0
W1;1989-01-01;0
W1;1990-01-01;0
W1;1991-01-01;0
W1;1992-01-01;0
W1;1993-01-01;0
W1;1994-01-01;0
W1;1995-01-01;0
W1;1996-01-01;0
W1;1997-01-01;1015000
W1;1998-01-01;2058800
W1;1999-01-01;3154100
W1;2000-01-01;4344300
W1;2001-01-01;5594300
W1;2002-01-01;6827600
W1;2003-01-01;8074600
W1;2004-01-01;9373200
W1;2005-01-01;10737600
W1;2006-01-01;12134500
W1;2007-01-01;13561700
W1;2008-01-01;14984300
W1;2009-01-01;16327000
W1;2010-01-01;17721400
W1;2011-01-01;19132700
W1;2012-01-01;20604300
W1;2013-01-01;22108600
W1;2014-01-01;23627100
W1;2015-01-01;25167000
W1;2016-01-01;26716300
W1;2017-01-01;28269600
W1;2018-01-01;29825600
HN;1980-01-01;46
HN;1981-01-01;46
HN;1982-01-01;292
HN;1983-01-01;332
HN;1984-01-01;355
HN;1985-01-01;383
HN;1986-01-01;383
HN;1987-01-01;426
HN;1988-01-01;453
HN;1989-01-01;453
HN;1990-01-01;476
HN;1991-01-01;495
HN;1992-01-01;525
HN;1993-01-01;525
HN;1994-01-01;525
HN;1995-01-01;572
HN;1996-01-01;708
HN;1997-01-01;708
HN;1998-01-01;719
HN;1999-01-01;875
HN;2000-01-01;1014
HN;2001-01-01;1176
HN;2002-01-01;1344
HN;2003-01-01;1344
HN;2004-01-01;1344
HN;2005-01-01;1619
HN;2006-01-01;1852
HN;2007-01-01;1979
HN;2008-01-01;2309
HN;2009-01-01;2565
HN;2010-01-01;2872
HN;2011-01-01;3127
HN;2012-01-01;3368
HN;2013-01-01;3585
HN;2014-01-01;3805
HN;2015-01-01;4033
HN;2016-01-01;4228
HN;2017-01-01;4421
HN;2018-01-01;4577
HU;1980-01-01;3172
HU;1981-01-01;6824
HU;1982-01-01;10727
HU;1983-01-01;15017
HU;1984-01-01;19492
HU;1985-01-01;23927
HU;1986-01-01;28380
HU;1987-01-01;33239
HU;1988-01-01;38130
HU;1989-01-01;42453
HU;1990-01-01;46906
HU;1991-01-01;50915
HU;1992-01-01;54045
HU;1993-01-01;56507
HU;1994-01-01;58997
HU;1995-01-01;61886
HU;1996-01-01;63539
HU;1997-01-01;65164
HU;1998-01-01;66758
HU;1999-01-01;71266
HU;2000-01-01;76203
HU;2001-01-01;81651
HU;2002-01-01;87557
HU;2003-01-01;92367
HU;2004-01-01;95024
HU;2005-01-01;96226
HU;2006-01-01;97150
HU;2007-01-01;97941
HU;2008-01-01;98713
HU;2009-01-01;99500
HU;2010-01-01;100196
HU;2011-01-01;100894
HU;2012-01-01;101652
HU;2013-01-01;102360
HU;2014-01-01;102979
HU;2015-01-01;103612
HU;2016-01-01;104277
HU;2017-01-01;104809
HU;2018-01-01;105252
IS;1980-01-01;77
IS;1981-01-01;170
IS;1982-01-01;250
IS;1983-01-01;344
IS;1984-01-01;442
IS;1985-01-01;534
IS;1986-01-01;655
IS;1987-01-01;774
IS;1988-01-01;900
IS;1989-01-01;1005
IS;1990-01-01;1135
IS;1991-01-01;1268
IS;1992-01-01;1417
IS;1993-01-01;1563
IS;1994-01-01;1693
IS;1995-01-01;1761
IS;1996-01-01;1852
IS;1997-01-01;2090
IS;1998-01-01;2385
IS;1999-01-01;2777
IS;2000-01-01;3653
IS;2001-01-01;4415
IS;2002-01-01;4865
IS;2003-01-01;5670
IS;2004-01-01;6199
IS;2005-01-01;6791
IS;2006-01-01;7162
IS;2007-01-01;7276
IS;2008-01-01;7357
IS;2009-01-01;7443
IS;2010-01-01;7519
IS;2011-01-01;7590
IS;2012-01-01;7634
IS;2013-01-01;7680
IS;2014-01-01;7744
IS;2015-01-01;7790
IS;2016-01-01;7828
IS;2017-01-01;7872
IS;2018-01-01;7938
IN;1980-01-01;3024
IN;1981-01-01;5925
IN;1982-01-01;9001
IN;1983-01-01;9001
IN;1984-01-01;12295
IN;1985-01-01;15770
IN;1986-01-01;19266
IN;1987-01-01;22774
IN;1988-01-01;26311
IN;1989-01-01;29959
IN;1990-01-01;33779
IN;1991-01-01;37374
IN;1992-01-01;40798
IN;1993-01-01;44518
IN;1994-01-01;49318
IN;1995-01-01;55884
IN;1996-01-01;64446
IN;1997-01-01;74601
IN;1998-01-01;83555
IN;1999-01-01;88381
IN;2000-01-01;96919
IN;2001-01-01;107511
IN;2002-01-01;118976
IN;2003-01-01;131589
IN;2004-01-01;149055
IN;2005-01-01;173437
IN;2006-01-01;202365
IN;2007-01-01;237583
IN;2008-01-01;274395
IN;2009-01-01;308682
IN;2010-01-01;348444
IN;2011-01-01;390735
IN;2012-01-01;434690
IN;2013-01-01;477721
IN;2014-01-01;520575
IN;2015-01-01;566233
IN;2016-01-01;611290
IN;2017-01-01;657872
IN;2018-01-01;707927
ID;1980-01-01;480
ID;1981-01-01;480
ID;1982-01-01;1132
ID;1983-01-01;1854
ID;1984-01-01;2439
ID;1985-01-01;3219
ID;1986-01-01;3842
ID;1987-01-01;4505
ID;1988-01-01;4505
ID;1989-01-01;5279
ID;1990-01-01;5279
ID;1991-01-01;6593
ID;1992-01-01;10565
ID;1993-01-01;12634
ID;1994-01-01;14968
ID;1995-01-01;17842
ID;1996-01-01;21839
ID;1997-01-01;25857
ID;1998-01-01;27703
ID;1999-01-01;30639
ID;2000-01-01;34529
ID;2001-01-01;38455
ID;2002-01-01;42298
ID;2003-01-01;45598
ID;2004-01-01;49266
ID;2005-01-01;53570
ID;2006-01-01;58182
ID;2007-01-01;63316
ID;2008-01-01;68449
ID;2009-01-01;72967
ID;2010-01-01;78597
ID;2011-01-01;84427
ID;2012-01-01;84427
ID;2013-01-01;91877
ID;2014-01-01;99900
ID;2015-01-01;109053
ID;2016-01-01;118692
ID;2017-01-01;127995
ID;2018-01-01;137749
IR;1980-01-01;662
IR;1981-01-01;1269
IR;1982-01-01;1744
IR;1983-01-01;2237
IR;1984-01-01;2711
IR;1985-01-01;3117
IR;1986-01-01;3117
IR;1987-01-01;3489
IR;1988-01-01;3829
IR;1989-01-01;4140
IR;1990-01-01;4495
IR;1991-01-01;4922
IR;1992-01-01;5322
IR;1993-01-01;5764
IR;1994-01-01;6161
IR;1995-01-01;6568
IR;1996-01-01;7083
IR;1997-01-01;7482
IR;1998-01-01;7978
IR;1999-01-01;8521
IR;2000-01-01;9137
IR;2001-01-01;10130
IR;2002-01-01;11325
IR;2003-01-01;12967
IR;2004-01-01;15749
IR;2005-01-01;20243
IR;2006-01-01;26770
IR;2007-01-01;37920
IR;2008-01-01;53875
IR;2009-01-01;66575
IR;2010-01-01;78211
IR;2011-01-01;90229
IR;2012-01-01;101283
IR;2013-01-01;112926
IR;2014-01-01;126728
IR;2015-01-01;141007
IR;2016-01-01;156639
IR;2017-01-01;172898
IR;2018-01-01;185721
IQ;1980-01-01;145
IQ;1981-01-01;278
IQ;1982-01-01;454
IQ;1983-01-01;615
IQ;1984-01-01;833
IQ;1985-01-01;1206
IQ;1986-01-01;1459
IQ;1987-01-01;1780
IQ;1988-01-01;2104
IQ;1989-01-01;2426
IQ;1990-01-01;2426
IQ;1991-01-01;2426
IQ;1992-01-01;2600
IQ;1993-01-01;2792
IQ;1994-01-01;2929
IQ;1995-01-01;3029
IQ;1996-01-01;3115
IQ;1997-01-01;3115
IQ;1998-01-01;3115
IQ;1999-01-01;3115
IQ;2000-01-01;3115
IQ;2001-01-01;3115
IQ;2002-01-01;3115
IQ;2003-01-01;3115
IQ;2004-01-01;3115
IQ;2005-01-01;3115
IQ;2006-01-01;3115
IQ;2007-01-01;3115
IQ;2008-01-01;3115
IQ;2009-01-01;3115
IQ;2010-01-01;3115
IQ;2011-01-01;3115
IQ;2012-01-01;3115
IQ;2013-01-01;3115
IQ;2014-01-01;3115
IQ;2015-01-01;3552
IQ;2016-01-01;3552
IQ;2017-01-01;4266
IQ;2018-01-01;4996
IE;1980-01-01;2749
IE;1981-01-01;5859
IE;1982-01-01;8969
IE;1983-01-01;12063
IE;1984-01-01;15435
IE;1985-01-01;18775
IE;1986-01-01;22196
IE;1987-01-01;25761
IE;1988-01-01;29662
IE;1989-01-01;33892
IE;1990-01-01;38627
IE;1991-01-01;43207
IE;1992-01-01;46031
IE;1993-01-01;46515
IE;1994-01-01;46902
IE;1995-01-01;47264
IE;1996-01-01;47631
IE;1997-01-01;47969
IE;1998-01-01;48450
IE;1999-01-01;48974
IE;2000-01-01;49413
IE;2001-01-01;49934
IE;2002-01-01;50395
IE;2003-01-01;50835
IE;2004-01-01;51220
IE;2005-01-01;51626
IE;2006-01-01;52074
IE;2007-01-01;52518
IE;2008-01-01;52975
IE;2009-01-01;53390
IE;2010-01-01;53740
IE;2011-01-01;53970
IE;2012-01-01;54186
IE;2013-01-01;54321
IE;2014-01-01;54439
IE;2015-01-01;54642
IE;2016-01-01;54791
IE;2017-01-01;54928
IE;2018-01-01;55036
IL;1980-01-01;2773
IL;1981-01-01;5632
IL;1982-01-01;8546
IL;1983-01-01;11528
IL;1984-01-01;14914
IL;1985-01-01;18431
IL;1986-01-01;22080
IL;1987-01-01;25938
IL;1988-01-01;29792
IL;1989-01-01;33882
IL;1990-01-01;37790
IL;1991-01-01;41507
IL;1992-01-01;45234
IL;1993-01-01;49187
IL;1994-01-01;53149
IL;1995-01-01;57574
IL;1996-01-01;60893
IL;1997-01-01;63779
IL;1998-01-01;68835
IL;1999-01-01;74792
IL;2000-01-01;81594
IL;2001-01-01;88363
IL;2002-01-01;94671
IL;2003-01-01;100569
IL;2004-01-01;106983
IL;2005-01-01;113809
IL;2006-01-01;121305
IL;2007-01-01;129314
IL;2008-01-01;137056
IL;2009-01-01;143830
IL;2010-01-01;151136
IL;2011-01-01;158022
IL;2012-01-01;164814
IL;2013-01-01;170999
IL;2014-01-01;177272
IL;2015-01-01;184180
IL;2016-01-01;190599
IL;2017-01-01;197412
IL;2018-01-01;204775
IT;1980-01-01;16340
IT;1981-01-01;31183
IT;1982-01-01;44245
IT;1983-01-01;56325
IT;1984-01-01;67844
IT;1985-01-01;77695
IT;1986-01-01;86767
IT;1987-01-01;96986
IT;1988-01-01;107275
IT;1989-01-01;117372
IT;1990-01-01;126779
IT;1991-01-01;135880
IT;1992-01-01;143934
IT;1993-01-01;151910
IT;1994-01-01;160221
IT;1995-01-01;168795
IT;1996-01-01;177470
IT;1997-01-01;186759
IT;1998-01-01;195972
IT;1999-01-01;203425
IT;2000-01-01;212698
IT;2001-01-01;222185
IT;2002-01-01;231685
IT;2003-01-01;241086
IT;2004-01-01;250333
IT;2005-01-01;259664
IT;2006-01-01;270567
IT;2007-01-01;280692
IT;2008-01-01;290141
IT;2009-01-01;299858
IT;2010-01-01;309581
IT;2011-01-01;319302
IT;2012-01-01;328612
IT;2013-01-01;337824
IT;2014-01-01;347206
IT;2015-01-01;356893
IT;2016-01-01;366714
IT;2017-01-01;376388
IT;2018-01-01;386209
JM;1980-01-01;0
JM;1981-01-01;0
JM;1982-01-01;0
JM;1983-01-01;108
JM;1984-01-01;211
JM;1985-01-01;211
JM;1986-01-01;211
JM;1987-01-01;315
JM;1988-01-01;315
JM;1989-01-01;315
JM;1990-01-01;396
JM;1991-01-01;439
JM;1992-01-01;504
JM;1993-01-01;577
JM;1994-01-01;643
JM;1995-01-01;704
JM;1996-01-01;783
JM;1997-01-01;853
JM;1998-01-01;853
JM;1999-01-01;853
JM;2000-01-01;954
JM;2001-01-01;1030
JM;2002-01-01;1099
JM;2003-01-01;1149
JM;2004-01-01;1221
JM;2005-01-01;1290
JM;2006-01-01;1443
JM;2007-01-01;1606
JM;2008-01-01;1742
JM;2009-01-01;1869
JM;2010-01-01;2025
JM;2011-01-01;2138
JM;2012-01-01;2245
JM;2013-01-01;2364
JM;2014-01-01;2519
JM;2015-01-01;2589
JM;2016-01-01;2667
JM;2017-01-01;2735
JM;2018-01-01;2814
JP;1980-01-01;191020
JP;1981-01-01;409281
JP;1982-01-01;646794
JP;1983-01-01;899479
JP;1984-01-01;1181793
JP;1985-01-01;1481644
JP;1986-01-01;1797806
JP;1987-01-01;2134690
JP;1988-01-01;2470449
JP;1989-01-01;2815589
JP;1990-01-01;3176293
JP;1991-01-01;3537883
JP;1992-01-01;3900080
JP;1993-01-01;4255580
JP;1994-01-01;4596781
JP;1995-01-01;4965612
JP;1996-01-01;5342286
JP;1997-01-01;5743904
JP;1998-01-01;6145999
JP;1999-01-01;6550456
JP;2000-01-01;6969999
JP;2001-01-01;7410247
JP;2002-01-01;7832052
JP;2003-01-01;8245145
JP;2004-01-01;8668226
JP;2005-01-01;9095304
JP;2006-01-01;9503978
JP;2007-01-01;9900269
JP;2008-01-01;10291271
JP;2009-01-01;10639867
JP;2010-01-01;10984465
JP;2011-01-01;11327075
JP;2012-01-01;11669871
JP;2013-01-01;11998307
JP;2014-01-01;12324296
JP;2015-01-01;12643017
JP;2016-01-01;12961398
JP;2017-01-01;13279879
JP;2018-01-01;13593446
JO;1980-01-01;68
JO;1981-01-01;159
JO;1982-01-01;183
JO;1983-01-01;183
JO;1984-01-01;183
JO;1985-01-01;183
JO;1986-01-01;183
JO;1987-01-01;183
JO;1988-01-01;183
JO;1989-01-01;255
JO;1990-01-01;255
JO;1991-01-01;255
JO;1992-01-01;255
JO;1993-01-01;255
JO;1994-01-01;255
JO;1995-01-01;255
JO;1996-01-01;255
JO;1997-01-01;255
JO;1998-01-01;255
JO;1999-01-01;255
JO;2000-01-01;453
JO;2001-01-01;652
JO;2002-01-01;790
JO;2003-01-01;972
JO;2004-01-01;1155
JO;2005-01-01;1373
JO;2006-01-01;1876
JO;2007-01-01;2442
JO;2008-01-01;3027
JO;2009-01-01;3533
JO;2010-01-01;4007
JO;2011-01-01;4407
JO;2012-01-01;4801
JO;2013-01-01;5193
JO;2014-01-01;5572
JO;2015-01-01;5907
JO;2016-01-01;6185
JO;2017-01-01;6385
JO;2018-01-01;6518
KZ;1980-01-01;0
KZ;1981-01-01;0
KZ;1982-01-01;0
KZ;1983-01-01;0
KZ;1984-01-01;0
KZ;1985-01-01;0
KZ;1986-01-01;0
KZ;1987-01-01;0
KZ;1988-01-01;0
KZ;1989-01-01;0
KZ;1990-01-01;0
KZ;1991-01-01;0
KZ;1992-01-01;445
KZ;1993-01-01;4873
KZ;1994-01-01;6449
KZ;1995-01-01;7822
KZ;1996-01-01;9169
KZ;1997-01-01;10643
KZ;1998-01-01;12046
KZ;1999-01-01;13509
KZ;2000-01-01;15024
KZ;2001-01-01;16730
KZ;2002-01-01;18427
KZ;2003-01-01;20225
KZ;2004-01-01;22092
KZ;2005-01-01;23718
KZ;2006-01-01;25275
KZ;2007-01-01;27102
KZ;2008-01-01;28774
KZ;2009-01-01;30601
KZ;2010-01-01;32565
KZ;2011-01-01;34297
KZ;2012-01-01;34297
KZ;2013-01-01;36499
KZ;2014-01-01;38512
KZ;2015-01-01;40015
KZ;2016-01-01;41239
KZ;2017-01-01;42467
KZ;2018-01-01;43449
KE;1980-01-01;96
KE;1981-01-01;171
KE;1982-01-01;247
KE;1983-01-01;347
KE;1984-01-01;469
KE;1985-01-01;567
KE;1986-01-01;674
KE;1987-01-01;782
KE;1988-01-01;838
KE;1989-01-01;903
KE;1990-01-01;903
KE;1991-01-01;931
KE;1992-01-01;931
KE;1993-01-01;982
KE;1994-01-01;982
KE;1995-01-01;982
KE;1996-01-01;1035
KE;1997-01-01;1097
KE;1998-01-01;1158
KE;1999-01-01;1213
KE;2000-01-01;1213
KE;2001-01-01;1213
KE;2002-01-01;1285
KE;2003-01-01;1380
KE;2004-01-01;1464
KE;2005-01-01;1557
KE;2006-01-01;1639
KE;2007-01-01;1771
KE;2008-01-01;1923
KE;2009-01-01;2094
KE;2010-01-01;2291
KE;2011-01-01;2548
KE;2012-01-01;2807
KE;2013-01-01;3048
KE;2014-01-01;3255
KE;2015-01-01;3448
KE;2016-01-01;3651
KE;2017-01-01;3829
KE;2018-01-01;4115
KI;1980-01-01;0
KI;1981-01-01;0
KI;1982-01-01;0
KI;1983-01-01;0
KI;1984-01-01;0
KI;1985-01-01;1
KI;1986-01-01;1
KI;1987-01-01;1
KI;1988-01-01;1
KI;1989-01-01;1
KI;1990-01-01;1
KI;1991-01-01;1
KI;1992-01-01;1
KI;1993-01-01;1
KI;1994-01-01;1
KI;1995-01-01;1
KI;1996-01-01;1
KI;1997-01-01;1
KI;1998-01-01;1
KI;1999-01-01;3
KI;2000-01-01;3
KI;2001-01-01;3
KI;2002-01-01;3
KI;2003-01-01;3
KI;2004-01-01;3
KI;2005-01-01;3
KI;2006-01-01;3
KI;2007-01-01;3
KI;2008-01-01;3
KI;2009-01-01;3
KI;2010-01-01;3
KI;2011-01-01;3
