CODE;DATE;BREVETS
BI;1997-01-01;46
BI;1998-01-01;46
BI;1999-01-01;46
BI;2000-01-01;46
BI;2001-01-01;46
BI;2002-01-01;46
BI;2003-01-01;46
BI;2004-01-01;46
BI;2005-01-01;46
BI;2006-01-01;46
BI;2007-01-01;46
BI;2008-01-01;46
BI;2009-01-01;46
BI;2010-01-01;46
BI;2011-01-01;46
BI;2012-01-01;46
BI;2013-01-01;46
BI;2014-01-01;46
BI;2015-01-01;46
BI;2016-01-01;46
BI;2017-01-01;46
BI;2018-01-01;46
CV;1980-01-01;0
CV;1981-01-01;0
CV;1982-01-01;0
CV;1983-01-01;0
CV;1984-01-01;0
CV;1985-01-01;0
CV;1986-01-01;0
CV;1987-01-01;0
CV;1988-01-01;0
CV;1989-01-01;0
CV;1990-01-01;0
CV;1991-01-01;0
CV;1992-01-01;0
CV;1993-01-01;0
CV;1994-01-01;0
CV;1995-01-01;0
CV;1996-01-01;0
CV;1997-01-01;0
CV;1998-01-01;0
CV;1999-01-01;0
CV;2000-01-01;0
CV;2001-01-01;0
CV;2002-01-01;0
CV;2003-01-01;0
CV;2004-01-01;0
CV;2005-01-01;0
CV;2006-01-01;0
CV;2007-01-01;0
CV;2008-01-01;0
CV;2009-01-01;0
CV;2010-01-01;0
CV;2011-01-01;0
CV;2012-01-01;0
CV;2013-01-01;0
CV;2014-01-01;0
CV;2015-01-01;0
CV;2016-01-01;3
CV;2017-01-01;5
CV;2018-01-01;8
KH;1980-01-01;0
KH;1981-01-01;0
KH;1982-01-01;0
KH;1983-01-01;0
KH;1984-01-01;0
KH;1985-01-01;0
KH;1986-01-01;0
KH;1987-01-01;0
KH;1988-01-01;0
KH;1989-01-01;0
KH;1990-01-01;0
KH;1991-01-01;0
KH;1992-01-01;0
KH;1993-01-01;0
KH;1994-01-01;0
KH;1995-01-01;0
KH;1996-01-01;0
KH;1997-01-01;0
KH;1998-01-01;0
KH;1999-01-01;0
KH;2000-01-01;0
KH;2001-01-01;0
KH;2002-01-01;0
KH;2003-01-01;0
KH;2004-01-01;0
KH;2005-01-01;0
KH;2006-01-01;0
KH;2007-01-01;13
KH;2008-01-01;52
KH;2009-01-01;80
KH;2010-01-01;106
KH;2011-01-01;149
KH;2012-01-01;202
KH;2013-01-01;277
KH;2014-01-01;344
KH;2015-01-01;409
KH;2016-01-01;489
KH;2017-01-01;544
KH;2018-01-01;703
CA;1980-01-01;24347
CA;1981-01-01;49778
CA;1982-01-01;75661
CA;1983-01-01;101368
CA;1984-01-01;128103
CA;1985-01-01;155677
CA;1986-01-01;183434
CA;1987-01-01;212559
CA;1988-01-01;244200
CA;1989-01-01;279291
CA;1990-01-01;306215
CA;1991-01-01;329494
CA;1992-01-01;355251
CA;1993-01-01;382181
CA;1994-01-01;409344
CA;1995-01-01;435936
CA;1996-01-01;463506
CA;1997-01-01;492088
CA;1998-01-01;526060
CA;1999-01-01;563310
CA;2000-01-01;602932
CA;2001-01-01;642648
CA;2002-01-01;682389
CA;2003-01-01;719617
CA;2004-01-01;757818
CA;2005-01-01;797706
CA;2006-01-01;839744
CA;2007-01-01;879875
CA;2008-01-01;921964
CA;2009-01-01;959441
CA;2010-01-01;994890
CA;2011-01-01;1030001
CA;2012-01-01;1065243
CA;2013-01-01;1099984
CA;2014-01-01;1135465
CA;2015-01-01;1172429
CA;2016-01-01;1207174
CA;2017-01-01;1242196
CA;2018-01-01;1278357
CL;1980-01-01;825
CL;1981-01-01;1661
CL;1982-01-01;2422
CL;1983-01-01;3165
CL;1984-01-01;3872
CL;1985-01-01;4544
CL;1986-01-01;5232
CL;1987-01-01;5961
CL;1988-01-01;6694
CL;1989-01-01;7511
CL;1990-01-01;8322
CL;1991-01-01;9311
CL;1992-01-01;10438
CL;1993-01-01;11772
CL;1994-01-01;13409
CL;1995-01-01;15115
CL;1996-01-01;17062
CL;1997-01-01;19634
CL;1998-01-01;22409
CL;1999-01-01;25221
CL;2000-01-01;28341
CL;2001-01-01;31091
CL;2002-01-01;33629
CL;2003-01-01;36034
CL;2004-01-01;38901
CL;2005-01-01;41908
CL;2006-01-01;45123
CL;2007-01-01;48929
CL;2008-01-01;52881
CL;2009-01-01;54598
CL;2010-01-01;55674
CL;2011-01-01;58466
CL;2012-01-01;61485
CL;2013-01-01;64557
CL;2014-01-01;67662
CL;2015-01-01;70936
CL;2016-01-01;73843
CL;2017-01-01;76737
CL;2018-01-01;79837
CN;1980-01-01;0
CN;1981-01-01;0
CN;1982-01-01;0
CN;1983-01-01;0
CN;1984-01-01;0
CN;1985-01-01;8558
CN;1986-01-01;16567
CN;1987-01-01;24626
CN;1988-01-01;34278
CN;1989-01-01;43937
CN;1990-01-01;54074
CN;1991-01-01;65497
CN;1992-01-01;79906
CN;1993-01-01;99524
CN;1994-01-01;118591
CN;1995-01-01;137290
CN;1996-01-01;160032
CN;1997-01-01;184806
CN;1998-01-01;232202
CN;1999-01-01;282246
CN;2000-01-01;334152
CN;2001-01-01;397602
CN;2002-01-01;477834
CN;2003-01-01;583151
CN;2004-01-01;713535
CN;2005-01-01;886862
CN;2006-01-01;1097363
CN;2007-01-01;1342524
CN;2008-01-01;1632362
CN;2009-01-01;1946966
CN;2010-01-01;2338143
CN;2011-01-01;2864555
CN;2012-01-01;3517332
CN;2013-01-01;4342468
CN;2014-01-01;5270645
CN;2015-01-01;6372509
CN;2016-01-01;7711012
CN;2017-01-01;9092606
CN;2018-01-01;10634608
CO;1980-01-01;378
CO;1981-01-01;1021
CO;1982-01-01;1021
CO;1983-01-01;1630
CO;1984-01-01;2170
CO;1985-01-01;2683
CO;1986-01-01;3168
CO;1987-01-01;3752
CO;1988-01-01;4257
CO;1989-01-01;4863
CO;1990-01-01;4863
CO;1991-01-01;5475
CO;1992-01-01;6170
CO;1993-01-01;7077
CO;1994-01-01;8068
CO;1995-01-01;9302
CO;1996-01-01;10561
CO;1997-01-01;12138
CO;1998-01-01;13969
CO;1999-01-01;15652
CO;2000-01-01;17421
CO;2001-01-01;17918
CO;2002-01-01;18830
CO;2003-01-01;20039
CO;2004-01-01;21480
CO;2005-01-01;23241
CO;2006-01-01;25244
CO;2007-01-01;27234
CO;2008-01-01;29178
CO;2009-01-01;30857
CO;2010-01-01;32729
CO;2011-01-01;34682
CO;2012-01-01;36743
CO;2013-01-01;38775
CO;2014-01-01;40933
CO;2015-01-01;43175
CO;2016-01-01;45378
CO;2017-01-01;47750
CO;2018-01-01;49973
CG;1980-01-01;0
CG;1981-01-01;0
CG;1982-01-01;0
CG;1983-01-01;0
CG;1984-01-01;0
CG;1985-01-01;0
CG;1986-01-01;86
CG;1987-01-01;86
CG;1988-01-01;160
CG;1989-01-01;160
CG;1990-01-01;160
CG;1991-01-01;160
CG;1992-01-01;160
CG;1993-01-01;160
CG;1994-01-01;181
CG;1995-01-01;196
CG;1996-01-01;223
CG;1997-01-01;223
CG;1998-01-01;223
CG;1999-01-01;223
CG;2000-01-01;223
CG;2001-01-01;223
CG;2002-01-01;223
CG;2003-01-01;223
CG;2004-01-01;223
CG;2005-01-01;223
CG;2006-01-01;223
CG;2007-01-01;223
CG;2008-01-01;223
CG;2009-01-01;223
CG;2010-01-01;223
CG;2011-01-01;223
CG;2012-01-01;223
CG;2013-01-01;223
CG;2014-01-01;223
CG;2015-01-01;223
CG;2016-01-01;223
CG;2017-01-01;223
CG;2018-01-01;223
CR;1980-01-01;115
CR;1981-01-01;247
CR;1982-01-01;346
CR;1983-01-01;436
CR;1984-01-01;436
CR;1985-01-01;436
CR;1986-01-01;509
CR;1987-01-01;554
CR;1988-01-01;602
CR;1989-01-01;643
CR;1990-01-01;709
CR;1991-01-01;709
CR;1992-01-01;709
CR;1993-01-01;829
CR;1994-01-01;829
CR;1995-01-01;829
CR;1996-01-01;829
CR;1997-01-01;829
CR;1998-01-01;829
CR;1999-01-01;829
CR;2000-01-01;829
CR;2001-01-01;829
CR;2002-01-01;829
CR;2003-01-01;829
CR;2004-01-01;829
CR;2005-01-01;829
CR;2006-01-01;829
CR;2007-01-01;829
CR;2008-01-01;829
CR;2009-01-01;829
CR;2010-01-01;1443
CR;2011-01-01;2087
CR;2012-01-01;2697
CR;2013-01-01;3300
CR;2014-01-01;3868
CR;2015-01-01;4469
CR;2016-01-01;4974
CR;2017-01-01;5497
CR;2018-01-01;5995
CI;1980-01-01;0
CI;1981-01-01;0
CI;1982-01-01;0
CI;1983-01-01;0
CI;1984-01-01;0
CI;1985-01-01;0
CI;1986-01-01;0
CI;1987-01-01;0
CI;1988-01-01;0
CI;1989-01-01;0
CI;1990-01-01;0
CI;1991-01-01;0
CI;1992-01-01;0
CI;1993-01-01;0
CI;1994-01-01;0
CI;1995-01-01;0
CI;1996-01-01;0
CI;1997-01-01;0
CI;1998-01-01;0
CI;1999-01-01;0
CI;2000-01-01;0
CI;2001-01-01;0
CI;2002-01-01;0
CI;2003-01-01;0
CI;2004-01-01;0
CI;2005-01-01;0
CI;2006-01-01;0
CI;2007-01-01;0
CI;2008-01-01;0
CI;2009-01-01;0
CI;2010-01-01;0
CI;2011-01-01;0
CI;2012-01-01;27
CI;2013-01-01;27
CI;2014-01-01;27
CI;2015-01-01;27
CI;2016-01-01;27
CI;2017-01-01;27
CI;2018-01-01;27
HR;1980-01-01;0
HR;1981-01-01;0
HR;1982-01-01;0
HR;1983-01-01;0
HR;1984-01-01;0
HR;1985-01-01;0
HR;1986-01-01;0
HR;1987-01-01;0
HR;1988-01-01;0
HR;1989-01-01;0
HR;1990-01-01;0
HR;1991-01-01;0
HR;1992-01-01;1489
HR;1993-01-01;2738
HR;1994-01-01;3599
HR;1995-01-01;4199
HR;1996-01-01;4814
HR;1997-01-01;5526
HR;1998-01-01;6145
HR;1999-01-01;6535
HR;2000-01-01;7410
HR;2001-01-01;8371
HR;2002-01-01;9402
HR;2003-01-01;10488
HR;2004-01-01;11712
HR;2005-01-01;12724
HR;2006-01-01;13160
HR;2007-01-01;13597
HR;2008-01-01;13998
HR;2009-01-01;14316
HR;2010-01-01;14594
HR;2011-01-01;14845
HR;2012-01-01;15094
HR;2013-01-01;15347
HR;2014-01-01;15547
HR;2015-01-01;15733
HR;2016-01-01;15921
HR;2017-01-01;16080
HR;2018-01-01;16216
CU;1980-01-01;199
CU;1981-01-01;379
CU;1982-01-01;601
CU;1983-01-01;798
CU;1984-01-01;1040
CU;1985-01-01;1059
CU;1986-01-01;1080
CU;1987-01-01;1094
CU;1988-01-01;1113
CU;1989-01-01;1133
CU;1990-01-01;1159
CU;1991-01-01;1183
CU;1992-01-01;1203
CU;1993-01-01;1217
CU;1994-01-01;1369
CU;1995-01-01;1506
CU;1996-01-01;1629
CU;1997-01-01;1769
CU;1998-01-01;1769
CU;1999-01-01;2006
CU;2000-01-01;2006
CU;2001-01-01;2006
CU;2002-01-01;2006
CU;2003-01-01;2006
CU;2004-01-01;2006
CU;2005-01-01;2291
CU;2006-01-01;2548
CU;2007-01-01;2832
CU;2008-01-01;3090
CU;2009-01-01;3321
CU;2010-01-01;3321
CU;2011-01-01;3567
CU;2012-01-01;3745
CU;2013-01-01;3915
CU;2014-01-01;4065
CU;2015-01-01;4065
CU;2016-01-01;4260
CU;2017-01-01;4434
CU;2018-01-01;4589
CY;1980-01-01;67
CY;1981-01-01;101
CY;1982-01-01;139
CY;1983-01-01;187
CY;1984-01-01;243
CY;1985-01-01;286
CY;1986-01-01;316
CY;1987-01-01;316
CY;1988-01-01;316
CY;1989-01-01;316
CY;1990-01-01;359
CY;1991-01-01;412
CY;1992-01-01;469
CY;1993-01-01;469
CY;1994-01-01;469
CY;1995-01-01;469
CY;1996-01-01;469
CY;1997-01-01;469
CY;1998-01-01;469
CY;1999-01-01;515
CY;2000-01-01;585
CY;2001-01-01;633
CY;2002-01-01;702
CY;2003-01-01;799
CY;2004-01-01;893
CY;2005-01-01;957
CY;2006-01-01;991
CY;2007-01-01;1010
CY;2008-01-01;1031
CY;2009-01-01;1043
CY;2010-01-01;1051
CY;2011-01-01;1059
CY;2012-01-01;1071
CY;2013-01-01;1074
CY;2014-01-01;1078
CY;2015-01-01;1085
CY;2016-01-01;1089
CY;2017-01-01;1101
CY;2018-01-01;1105
CS;1980-01-01;9642
CS;1981-01-01;19697
CS;1982-01-01;29847
CS;1983-01-01;40154
CS;1984-01-01;50812
CS;1985-01-01;51770
CS;1986-01-01;52699
CS;1987-01-01;53652
CS;1988-01-01;54649
CS;1989-01-01;55637
CS;1990-01-01;57913
CS;1991-01-01;62115
CS;1992-01-01;66194
CS;1993-01-01;66194
CS;1994-01-01;66194
CS;1995-01-01;66194
CS;1996-01-01;66194
CS;1997-01-01;66194
CS;1998-01-01;66194
CS;1999-01-01;66194
CS;2000-01-01;66194
CS;2001-01-01;66194
CS;2002-01-01;66194
CS;2003-01-01;66194
CS;2004-01-01;66194
CS;2005-01-01;66194
CS;2006-01-01;66194
CS;2007-01-01;66194
CS;2008-01-01;66194
CS;2009-01-01;66194
CS;2010-01-01;66194
CS;2011-01-01;66194
CS;2012-01-01;66194
CS;2013-01-01;66194
CS;2014-01-01;66194
CS;2015-01-01;66194
CS;2016-01-01;66194
CS;2017-01-01;66194
CS;2018-01-01;66194
CZ;1980-01-01;0
CZ;1981-01-01;0
CZ;1982-01-01;0
CZ;1983-01-01;0
CZ;1984-01-01;0
CZ;1985-01-01;0
CZ;1986-01-01;0
CZ;1987-01-01;0
CZ;1988-01-01;0
CZ;1989-01-01;0
CZ;1990-01-01;0
CZ;1991-01-01;0
CZ;1992-01-01;0
CZ;1993-01-01;2933
CZ;1994-01-01;6282
CZ;1995-01-01;9801
CZ;1996-01-01;13662
CZ;1997-01-01;17902
CZ;1998-01-01;22297
CZ;1999-01-01;27097
CZ;2000-01-01;32036
CZ;2001-01-01;36788
CZ;2002-01-01;42345
CZ;2003-01-01;45924
CZ;2004-01-01;47176
CZ;2005-01-01;48006
CZ;2006-01-01;48842
CZ;2007-01-01;49750
CZ;2008-01-01;50604
CZ;2009-01-01;51485
CZ;2010-01-01;52467
CZ;2011-01-01;53347
CZ;2012-01-01;54364
CZ;2013-01-01;55445
CZ;2014-01-01;56417
CZ;2015-01-01;57369
CZ;2016-01-01;58208
CZ;2017-01-01;59068
CZ;2018-01-01;59800
KP;1980-01-01;0
KP;1981-01-01;0
KP;1982-01-01;0
KP;1983-01-01;0
KP;1984-01-01;0
KP;1985-01-01;0
KP;1986-01-01;8
KP;1987-01-01;40
KP;1988-01-01;53
KP;1989-01-01;66
KP;1990-01-01;104
KP;1991-01-01;112
KP;1992-01-01;120
KP;1993-01-01;120
KP;1994-01-01;120
KP;1995-01-01;120
KP;1996-01-01;120
KP;1997-01-01;120
KP;1998-01-01;120
KP;1999-01-01;120
KP;2000-01-01;120
KP;2001-01-01;120
KP;2002-01-01;120
KP;2003-01-01;120
KP;2004-01-01;120
KP;2005-01-01;6047
KP;2006-01-01;12453
KP;2007-01-01;19375
KP;2008-01-01;19375
KP;2009-01-01;27386
KP;2010-01-01;35443
KP;2011-01-01;43438
KP;2012-01-01;51819
KP;2013-01-01;51819
KP;2014-01-01;51819
KP;2015-01-01;51819
KP;2016-01-01;51819
KP;2017-01-01;51819
KP;2018-01-01;51819
DK;1980-01-01;5569
DK;1981-01-01;11399
DK;1982-01-01;17200
DK;1983-01-01;23287
DK;1984-01-01;29565
DK;1985-01-01;35657
DK;1986-01-01;42001
DK;1987-01-01;47767
DK;1988-01-01;55088
DK;1989-01-01;60891
DK;1990-01-01;63952
DK;1991-01-01;65383
DK;1992-01-01;66948
DK;1993-01-01;68361
DK;1994-01-01;69811
DK;1995-01-01;71295
DK;1996-01-01;72800
DK;1997-01-01;74337
DK;1998-01-01;76046
DK;1999-01-01;77833
DK;2000-01-01;79703
DK;2001-01-01;81648
DK;2002-01-01;83632
DK;2003-01-01;85557
DK;2004-01-01;87572
DK;2005-01-01;89395
DK;2006-01-01;91086
DK;2007-01-01;92943
DK;2008-01-01;94772
DK;2009-01-01;96421
DK;2010-01-01;98189
DK;2011-01-01;99960
DK;2012-01-01;101595
DK;2013-01-01;103129
DK;2014-01-01;104712
DK;2015-01-01;106444
DK;2016-01-01;108294
DK;2017-01-01;110066
DK;2018-01-01;111567
DJ;1980-01-01;0
DJ;1981-01-01;0
DJ;1982-01-01;0
DJ;1983-01-01;0
DJ;1984-01-01;0
DJ;1985-01-01;0
DJ;1986-01-01;0
DJ;1987-01-01;0
DJ;1988-01-01;0
DJ;1989-01-01;0
DJ;1990-01-01;0
DJ;1991-01-01;0
DJ;1992-01-01;0
DJ;1993-01-01;0
DJ;1994-01-01;0
DJ;1995-01-01;0
DJ;1996-01-01;0
DJ;1997-01-01;0
DJ;1998-01-01;0
DJ;1999-01-01;0
DJ;2000-01-01;0
DJ;2001-01-01;0
DJ;2002-01-01;0
DJ;2003-01-01;0
DJ;2004-01-01;0
DJ;2005-01-01;0
DJ;2006-01-01;0
DJ;2007-01-01;0
DJ;2008-01-01;0
DJ;2009-01-01;0
DJ;2010-01-01;0
DJ;2011-01-01;0
DJ;2012-01-01;0
DJ;2013-01-01;3
DJ;2014-01-01;7
DJ;2015-01-01;7
DJ;2016-01-01;7
DJ;2017-01-01;7
DJ;2018-01-01;7
DM;1980-01-01;0
DM;1981-01-01;0
DM;1982-01-01;0
DM;1983-01-01;0
DM;1984-01-01;0
DM;1985-01-01;0
DM;1986-01-01;0
DM;1987-01-01;0
DM;1988-01-01;0
DM;1989-01-01;0
DM;1990-01-01;0
DM;1991-01-01;0
DM;1992-01-01;0
DM;1993-01-01;0
DM;1994-01-01;0
DM;1995-01-01;2
DM;1996-01-01;2
DM;1997-01-01;2
DM;1998-01-01;2
DM;1999-01-01;2
DM;2000-01-01;2
DM;2001-01-01;2
DM;2002-01-01;2
DM;2003-01-01;2
DM;2004-01-01;2
DM;2005-01-01;2
DM;2006-01-01;2
DM;2007-01-01;2
DM;2008-01-01;2
DM;2009-01-01;2
DM;2010-01-01;2
DM;2011-01-01;2
DM;2012-01-01;2
DM;2013-01-01;2
DM;2014-01-01;2
DM;2015-01-01;2
DM;2016-01-01;6
DM;2017-01-01;9
DM;2018-01-01;13
DO;1980-01-01;0
DO;1981-01-01;0
DO;1982-01-01;0
DO;1983-01-01;91
DO;1984-01-01;91
DO;1985-01-01;91
DO;1986-01-01;240
DO;1987-01-01;240
DO;1988-01-01;240
DO;1989-01-01;240
DO;1990-01-01;240
DO;1991-01-01;240
DO;1992-01-01;240
DO;1993-01-01;240
DO;1994-01-01;240
DO;1995-01-01;240
DO;1996-01-01;240
DO;1997-01-01;240
DO;1998-01-01;240
DO;1999-01-01;240
DO;2000-01-01;308
DO;2001-01-01;465
DO;2002-01-01;648
DO;2003-01-01;850
DO;2004-01-01;1055
DO;2005-01-01;1280
DO;2006-01-01;1575
DO;2007-01-01;1720
DO;2008-01-01;1773
DO;2009-01-01;2028
DO;2010-01-01;2371
DO;2011-01-01;2704
DO;2012-01-01;2988
DO;2013-01-01;3256
DO;2014-01-01;3516
DO;2015-01-01;3768
DO;2016-01-01;4038
DO;2017-01-01;4309
DO;2018-01-01;4537
EC;1980-01-01;187
EC;1981-01-01;381
EC;1982-01-01;525
EC;1983-01-01;661
EC;1984-01-01;781
EC;1985-01-01;781
EC;1986-01-01;912
EC;1987-01-01;1011
EC;1988-01-01;1132
EC;1989-01-01;1252
EC;1990-01-01;1252
EC;1991-01-01;1340
EC;1992-01-01;1447
EC;1993-01-01;1568
EC;1994-01-01;1907
EC;1995-01-01;2185
EC;1996-01-01;2546
EC;1997-01-01;2856
EC;1998-01-01;3318
EC;1999-01-01;3808
EC;2000-01-01;4359
EC;2001-01-01;4622
EC;2002-01-01;4736
EC;2003-01-01;5158
EC;2004-01-01;5661
EC;2005-01-01;6252
EC;2006-01-01;7011
EC;2007-01-01;7809
EC;2008-01-01;8658
EC;2009-01-01;9332
EC;2010-01-01;10026
EC;2011-01-01;10026
EC;2012-01-01;10026
EC;2013-01-01;10508
EC;2014-01-01;10890
EC;2015-01-01;11385
EC;2016-01-01;11759
EC;2017-01-01;12176
EC;2018-01-01;12581
EG;1980-01-01;807
EG;1981-01-01;1604
EG;1982-01-01;2370
EG;1983-01-01;3185
EG;1984-01-01;4017
EG;1985-01-01;4856
EG;1986-01-01;5665
EG;1987-01-01;6431
EG;1988-01-01;7095
EG;1989-01-01;7743
EG;1990-01-01;8532
EG;1991-01-01;9319
EG;1992-01-01;10137
EG;1993-01-01;10968
EG;1994-01-01;11804
EG;1995-01-01;12905
EG;1996-01-01;14115
EG;1997-01-01;14115
EG;1998-01-01;15748
EG;1999-01-01;17430
EG;2000-01-01;19045
EG;2001-01-01;20432
EG;2002-01-01;21847
EG;2003-01-01;22966
EG;2004-01-01;23660
EG;2005-01-01;25096
EG;2006-01-01;27062
EG;2007-01-01;29167
EG;2008-01-01;31297
EG;2009-01-01;33239
EG;2010-01-01;35469
EG;2011-01-01;37678
EG;2012-01-01;39889
EG;2013-01-01;41946
EG;2014-01-01;44082
EG;2015-01-01;46137
EG;2016-01-01;48315
EG;2017-01-01;50594
EG;2018-01-01;52849
SV;1980-01-01;91
SV;1981-01-01;91
SV;1982-01-01;174
SV;1983-01-01;297
SV;1984-01-01;393
SV;1985-01-01;449
SV;1986-01-01;449
SV;1987-01-01;449
SV;1988-01-01;449
SV;1989-01-01;502
SV;1990-01-01;556
SV;1991-01-01;592
SV;1992-01-01;700
SV;1993-01-01;785
SV;1994-01-01;871
SV;1995-01-01;938
SV;1996-01-01;938
SV;1997-01-01;938
SV;1998-01-01;938
SV;1999-01-01;938
SV;2000-01-01;938
SV;2001-01-01;938
SV;2002-01-01;938
SV;2003-01-01;938
SV;2004-01-01;938
SV;2005-01-01;938
SV;2006-01-01;938
SV;2007-01-01;938
SV;2008-01-01;938
SV;2009-01-01;938
SV;2010-01-01;938
SV;2011-01-01;938
SV;2012-01-01;1155
SV;2013-01-01;1338
SV;2014-01-01;1525
SV;2015-01-01;1728
SV;2016-01-01;1903
SV;2017-01-01;2085
SV;2018-01-01;2224
EE;1980-01-01;0
EE;1981-01-01;0
EE;1982-01-01;0
EE;1983-01-01;0
EE;1984-01-01;0
EE;1985-01-01;0
EE;1986-01-01;0
EE;1987-01-01;0
EE;1988-01-01;0
EE;1989-01-01;0
EE;1990-01-01;0
EE;1991-01-01;0
EE;1992-01-01;0
EE;1993-01-01;0
EE;1994-01-01;468
EE;1995-01-01;547
EE;1996-01-01;757
EE;1997-01-01;1132
EE;1998-01-01;1595
EE;1999-01-01;2212
EE;2000-01-01;3016
EE;2001-01-01;3733
EE;2002-01-01;4452
EE;2003-01-01;5054
EE;2004-01-01;5178
EE;2005-01-01;5216
EE;2006-01-01;5261
EE;2007-01-01;5324
EE;2008-01-01;5396
EE;2009-01-01;5492
EE;2010-01-01;5589
EE;2011-01-01;5666
EE;2012-01-01;5691
EE;2013-01-01;5733
EE;2014-01-01;5783
EE;2015-01-01;5819
EE;2016-01-01;5849
EE;2017-01-01;5890
EE;2018-01-01;5920
SZ;1980-01-01;0
SZ;1981-01-01;0
SZ;1982-01-01;0
SZ;1983-01-01;0
SZ;1984-01-01;35
SZ;1985-01-01;65
SZ;1986-01-01;65
SZ;1987-01-01;65
SZ;1988-01-01;65
SZ;1989-01-01;92
SZ;1990-01-01;92
SZ;1991-01-01;92
SZ;1992-01-01;139
SZ;1993-01-01;139
SZ;1994-01-01;139
SZ;1995-01-01;139
SZ;1996-01-01;139
SZ;1997-01-01;139
SZ;1998-01-01;139
SZ;1999-01-01;139
SZ;2000-01-01;139
SZ;2001-01-01;139
SZ;2002-01-01;139
SZ;2003-01-01;139
SZ;2004-01-01;139
SZ;2005-01-01;139
SZ;2006-01-01;139
SZ;2007-01-01;139
SZ;2008-01-01;139
SZ;2009-01-01;139
SZ;2010-01-01;139
SZ;2011-01-01;145
SZ;2012-01-01;148
SZ;2013-01-01;148
SZ;2014-01-01;150
SZ;2015-01-01;152
SZ;2016-01-01;152
SZ;2017-01-01;152
SZ;2018-01-01;152
ET;1980-01-01;0
ET;1981-01-01;0
ET;1982-01-01;0
ET;1983-01-01;0
ET;1984-01-01;0
ET;1985-01-01;0
ET;1986-01-01;0
ET;1987-01-01;0
ET;1988-01-01;0
ET;1989-01-01;0
ET;1990-01-01;0
ET;1991-01-01;0
ET;1992-01-01;0
ET;1993-01-01;0
ET;1994-01-01;0
ET;1995-01-01;0
ET;1996-01-01;3
ET;1997-01-01;3
ET;1998-01-01;14
ET;1999-01-01;32
ET;2000-01-01;44
ET;2001-01-01;59
ET;2002-01-01;72
ET;2003-01-01;81
ET;2004-01-01;85
ET;2005-01-01;90
ET;2006-01-01;100
ET;2007-01-01;137
ET;2008-01-01;137
ET;2009-01-01;137
ET;2010-01-01;137
ET;2011-01-01;175
ET;2012-01-01;189
ET;2013-01-01;214
ET;2014-01-01;238
ET;2015-01-01;288
ET;2016-01-01;324
ET;2017-01-01;377
ET;2018-01-01;439
R3;1980-01-01;0
R3;1981-01-01;0
R3;1982-01-01;0
R3;1983-01-01;0
R3;1984-01-01;0
R3;1985-01-01;0
R3;1986-01-01;0
R3;1987-01-01;0
R3;1988-01-01;0
R3;1989-01-01;0
R3;1990-01-01;0
R3;1991-01-01;0
R3;1992-01-01;0
R3;1993-01-01;0
R3;1994-01-01;0
R3;1995-01-01;0
R3;1996-01-01;0
R3;1997-01-01;264000
R3;1998-01-01;542200
R3;1999-01-01;838000
R3;2000-01-01;1158800
R3;2001-01-01;1488700
R3;2002-01-01;1806000
R3;2003-01-01;2130100
R3;2004-01-01;2453100
R3;2005-01-01;2779100
R3;2006-01-01;3112200
R3;2007-01-01;3451500
R3;2008-01-01;3797400
R3;2009-01-01;4120800
R3;2010-01-01;4464100
R3;2011-01-01;4798200
R3;2012-01-01;5144000
R3;2013-01-01;5489900
R3;2014-01-01;5836000
R3;2015-01-01;6196100
R3;2016-01-01;6551000
R3;2017-01-01;6907000
R3;2018-01-01;7269000
FJ;1980-01-01;13
FJ;1981-01-01;27
FJ;1982-01-01;27
FJ;1983-01-01;27
FJ;1984-01-01;27
FJ;1985-01-01;45
FJ;1986-01-01;62
FJ;1987-01-01;62
FJ;1988-01-01;62
FJ;1989-01-01;62
FJ;1990-01-01;62
FJ;1991-01-01;62
FJ;1992-01-01;62
FJ;1993-01-01;62
FJ;1994-01-01;62
FJ;1995-01-01;62
FJ;1996-01-01;62
FJ;1997-01-01;62
FJ;1998-01-01;62
FJ;1999-01-01;62
FJ;2000-01-01;62
FJ;2001-01-01;62
FJ;2002-01-01;62
FJ;2003-01-01;62
FJ;2004-01-01;62
FJ;2005-01-01;62
FJ;2006-01-01;62
FJ;2007-01-01;62
FJ;2008-01-01;62
FJ;2009-01-01;62
FJ;2010-01-01;62
FJ;2011-01-01;62
FJ;2012-01-01;62
FJ;2013-01-01;62
FJ;2014-01-01;62
FJ;2015-01-01;62
FJ;2016-01-01;62
FJ;2017-01-01;62
FJ;2018-01-01;62
FI;1980-01-01;4090
FI;1981-01-01;8322
FI;1982-01-01;12867
FI;1983-01-01;17764
FI;1984-01-01;22947
FI;1985-01-01;28146
FI;1986-01-01;33527
FI;1987-01-01;39327
FI;1988-01-01;45392
FI;1989-01-01;51757
FI;1990-01-01;58226
FI;1991-01-01;63020
FI;1992-01-01;69025
FI;1993-01-01;73243
FI;1994-01-01;77391
FI;1995-01-01;81182
FI;1996-01-01;83844
FI;1997-01-01;86449
FI;1998-01-01;89132
FI;1999-01-01;91986
FI;2000-01-01;94889
FI;2001-01-01;97549
FI;2002-01-01;99918
FI;2003-01-01;102105
FI;2004-01-01;104325
FI;2005-01-01;106384
FI;2006-01-01;108402
FI;2007-01-01;110417
FI;2008-01-01;112363
FI;2009-01-01;114296
FI;2010-01-01;116129
