Code;Date;Number
BF;2018-01-01;-1
BI;1980-01-01;10
BI;1981-01-01;5
BI;1982-01-01;2
BI;1983-01-01;2
BI;1984-01-01;7
BI;1985-01-01;-1
BI;1986-01-01;2
BI;1987-01-01;-1
BI;1988-01-01;-1
BI;1989-01-01;2
BI;1990-01-01;3
BI;1991-01-01;-1
BI;1992-01-01;2
BI;1993-01-01;1
BI;1994-01-01;4
BI;1995-01-01;1
BI;1996-01-01;5
BI;1997-01-01;-1
BI;1998-01-01;-1
BI;1999-01-01;-1
BI;2000-01-01;-1
BI;2001-01-01;-1
BI;2002-01-01;-1
BI;2003-01-01;-1
BI;2004-01-01;-1
BI;2005-01-01;-1
BI;2006-01-01;-1
BI;2007-01-01;-1
BI;2008-01-01;-1
BI;2009-01-01;-1
BI;2010-01-01;-1
BI;2011-01-01;-1
BI;2012-01-01;-1
BI;2013-01-01;-1
BI;2014-01-01;-1
BI;2015-01-01;-1
BI;2016-01-01;-1
BI;2017-01-01;-1
BI;2018-01-01;-1
CV;1980-01-01;-1
CV;1981-01-01;-1
CV;1982-01-01;-1
CV;1983-01-01;-1
CV;1984-01-01;-1
CV;1985-01-01;-1
CV;1986-01-01;-1
CV;1987-01-01;-1
CV;1988-01-01;-1
CV;1989-01-01;-1
CV;1990-01-01;-1
CV;1991-01-01;-1
CV;1992-01-01;-1
CV;1993-01-01;-1
CV;1994-01-01;-1
CV;1995-01-01;-1
CV;1996-01-01;-1
CV;1997-01-01;-1
CV;1998-01-01;-1
CV;1999-01-01;-1
CV;2000-01-01;-1
CV;2001-01-01;-1
CV;2002-01-01;-1
CV;2003-01-01;-1
CV;2004-01-01;-1
CV;2005-01-01;-1
CV;2006-01-01;-1
CV;2007-01-01;-1
CV;2008-01-01;-1
CV;2009-01-01;-1
CV;2010-01-01;-1
CV;2011-01-01;-1
CV;2012-01-01;-1
CV;2013-01-01;-1
CV;2014-01-01;-1
CV;2015-01-01;-1
CV;2016-01-01;3
CV;2017-01-01;2
CV;2018-01-01;3
KH;1980-01-01;-1
KH;1981-01-01;-1
KH;1982-01-01;-1
KH;1983-01-01;-1
KH;1984-01-01;-1
KH;1985-01-01;-1
KH;1986-01-01;-1
KH;1987-01-01;-1
KH;1988-01-01;-1
KH;1989-01-01;-1
KH;1990-01-01;-1
KH;1991-01-01;-1
KH;1992-01-01;-1
KH;1993-01-01;-1
KH;1994-01-01;-1
KH;1995-01-01;-1
KH;1996-01-01;-1
KH;1997-01-01;-1
KH;1998-01-01;-1
KH;1999-01-01;-1
KH;2000-01-01;-1
KH;2001-01-01;-1
KH;2002-01-01;-1
KH;2003-01-01;-1
KH;2004-01-01;-1
KH;2005-01-01;-1
KH;2006-01-01;-1
KH;2007-01-01;13
KH;2008-01-01;39
KH;2009-01-01;28
KH;2010-01-01;26
KH;2011-01-01;43
KH;2012-01-01;53
KH;2013-01-01;75
KH;2014-01-01;67
KH;2015-01-01;65
KH;2016-01-01;80
KH;2017-01-01;55
KH;2018-01-01;159
CA;1980-01-01;24347
CA;1981-01-01;25431
CA;1982-01-01;25883
CA;1983-01-01;25707
CA;1984-01-01;26735
CA;1985-01-01;27574
CA;1986-01-01;27757
CA;1987-01-01;29125
CA;1988-01-01;31641
CA;1989-01-01;35091
CA;1990-01-01;26924
CA;1991-01-01;23279
CA;1992-01-01;25757
CA;1993-01-01;26930
CA;1994-01-01;27163
CA;1995-01-01;26592
CA;1996-01-01;27570
CA;1997-01-01;28582
CA;1998-01-01;33972
CA;1999-01-01;37250
CA;2000-01-01;39622
CA;2001-01-01;39716
CA;2002-01-01;39741
CA;2003-01-01;37228
CA;2004-01-01;38201
CA;2005-01-01;39888
CA;2006-01-01;42038
CA;2007-01-01;40131
CA;2008-01-01;42089
CA;2009-01-01;37477
CA;2010-01-01;35449
CA;2011-01-01;35111
CA;2012-01-01;35242
CA;2013-01-01;34741
CA;2014-01-01;35481
CA;2015-01-01;36964
CA;2016-01-01;34745
CA;2017-01-01;35022
CA;2018-01-01;36161
CL;1980-01-01;825
CL;1981-01-01;836
CL;1982-01-01;761
CL;1983-01-01;743
CL;1984-01-01;707
CL;1985-01-01;672
CL;1986-01-01;688
CL;1987-01-01;729
CL;1988-01-01;733
CL;1989-01-01;817
CL;1990-01-01;811
CL;1991-01-01;989
CL;1992-01-01;1127
CL;1993-01-01;1334
CL;1994-01-01;1637
CL;1995-01-01;1706
CL;1996-01-01;1947
CL;1997-01-01;2572
CL;1998-01-01;2775
CL;1999-01-01;2812
CL;2000-01-01;3120
CL;2001-01-01;2750
CL;2002-01-01;2538
CL;2003-01-01;2405
CL;2004-01-01;2867
CL;2005-01-01;3007
CL;2006-01-01;3215
CL;2007-01-01;3806
CL;2008-01-01;3952
CL;2009-01-01;1717
CL;2010-01-01;1076
CL;2011-01-01;2792
CL;2012-01-01;3019
CL;2013-01-01;3072
CL;2014-01-01;3105
CL;2015-01-01;3274
CL;2016-01-01;2907
CL;2017-01-01;2894
CL;2018-01-01;3100
CN;1980-01-01;-1
CN;1981-01-01;-1
CN;1982-01-01;-1
CN;1983-01-01;-1
CN;1984-01-01;-1
CN;1985-01-01;8558
CN;1986-01-01;8009
CN;1987-01-01;8059
CN;1988-01-01;9652
CN;1989-01-01;9659
CN;1990-01-01;10137
CN;1991-01-01;11423
CN;1992-01-01;14409
CN;1993-01-01;19618
CN;1994-01-01;19067
CN;1995-01-01;18699
CN;1996-01-01;22742
CN;1997-01-01;24774
CN;1998-01-01;47396
CN;1999-01-01;50044
CN;2000-01-01;51906
CN;2001-01-01;63450
CN;2002-01-01;80232
CN;2003-01-01;105317
CN;2004-01-01;130384
CN;2005-01-01;173327
CN;2006-01-01;210501
CN;2007-01-01;245161
CN;2008-01-01;289838
CN;2009-01-01;314604
CN;2010-01-01;391177
CN;2011-01-01;526412
CN;2012-01-01;652777
CN;2013-01-01;825136
CN;2014-01-01;928177
CN;2015-01-01;1101864
CN;2016-01-01;1338503
CN;2017-01-01;1381594
CN;2018-01-01;1542002
CO;1980-01-01;378
CO;1981-01-01;643
CO;1982-01-01;-1
CO;1983-01-01;609
CO;1984-01-01;540
CO;1985-01-01;513
CO;1986-01-01;485
CO;1987-01-01;584
CO;1988-01-01;505
CO;1989-01-01;606
CO;1990-01-01;-1
CO;1991-01-01;612
CO;1992-01-01;695
CO;1993-01-01;907
CO;1994-01-01;991
CO;1995-01-01;1234
CO;1996-01-01;1259
CO;1997-01-01;1577
CO;1998-01-01;1831
CO;1999-01-01;1683
CO;2000-01-01;1769
CO;2001-01-01;497
CO;2002-01-01;912
CO;2003-01-01;1209
CO;2004-01-01;1441
CO;2005-01-01;1761
CO;2006-01-01;2003
CO;2007-01-01;1990
CO;2008-01-01;1944
CO;2009-01-01;1679
CO;2010-01-01;1872
CO;2011-01-01;1953
CO;2012-01-01;2061
CO;2013-01-01;2032
CO;2014-01-01;2158
CO;2015-01-01;2242
CO;2016-01-01;2203
CO;2017-01-01;2372
CO;2018-01-01;2223
CG;1980-01-01;-1
CG;1981-01-01;-1
CG;1982-01-01;-1
CG;1983-01-01;-1
CG;1984-01-01;-1
CG;1985-01-01;-1
CG;1986-01-01;86
CG;1987-01-01;-1
CG;1988-01-01;74
CG;1989-01-01;-1
CG;1990-01-01;-1
CG;1991-01-01;-1
CG;1992-01-01;-1
CG;1993-01-01;-1
CG;1994-01-01;21
CG;1995-01-01;15
CG;1996-01-01;27
CG;1997-01-01;-1
CG;1998-01-01;-1
CG;1999-01-01;-1
CG;2000-01-01;-1
CG;2001-01-01;-1
CG;2002-01-01;-1
CG;2003-01-01;-1
CG;2004-01-01;-1
CG;2005-01-01;-1
CG;2006-01-01;-1
CG;2007-01-01;-1
CG;2008-01-01;-1
CG;2009-01-01;-1
CG;2010-01-01;-1
CG;2011-01-01;-1
CG;2012-01-01;-1
CG;2013-01-01;-1
CG;2014-01-01;-1
CG;2015-01-01;-1
CG;2016-01-01;-1
CG;2017-01-01;-1
CG;2018-01-01;-1
CR;1980-01-01;115
CR;1981-01-01;132
CR;1982-01-01;99
CR;1983-01-01;90
CR;1984-01-01;-1
CR;1985-01-01;-1
CR;1986-01-01;73
CR;1987-01-01;45
CR;1988-01-01;48
CR;1989-01-01;41
CR;1990-01-01;66
CR;1991-01-01;-1
CR;1992-01-01;-1
CR;1993-01-01;120
CR;1994-01-01;-1
CR;1995-01-01;-1
CR;1996-01-01;-1
CR;1997-01-01;-1
CR;1998-01-01;-1
CR;1999-01-01;-1
CR;2000-01-01;-1
CR;2001-01-01;-1
CR;2002-01-01;-1
CR;2003-01-01;-1
CR;2004-01-01;-1
CR;2005-01-01;-1
CR;2006-01-01;-1
CR;2007-01-01;-1
CR;2008-01-01;-1
CR;2009-01-01;-1
CR;2010-01-01;614
CR;2011-01-01;644
CR;2012-01-01;610
CR;2013-01-01;603
CR;2014-01-01;568
CR;2015-01-01;601
CR;2016-01-01;505
CR;2017-01-01;523
CR;2018-01-01;498
CI;1980-01-01;-1
CI;1981-01-01;-1
CI;1982-01-01;-1
CI;1983-01-01;-1
CI;1984-01-01;-1
CI;1985-01-01;-1
CI;1986-01-01;-1
CI;1987-01-01;-1
CI;1988-01-01;-1
CI;1989-01-01;-1
CI;1990-01-01;-1
CI;1991-01-01;-1
CI;1992-01-01;-1
CI;1993-01-01;-1
CI;1994-01-01;-1
CI;1995-01-01;-1
CI;1996-01-01;-1
CI;1997-01-01;-1
CI;1998-01-01;-1
CI;1999-01-01;-1
CI;2000-01-01;-1
CI;2001-01-01;-1
CI;2002-01-01;-1
CI;2003-01-01;-1
CI;2004-01-01;-1
CI;2005-01-01;-1
CI;2006-01-01;-1
CI;2007-01-01;-1
CI;2008-01-01;-1
CI;2009-01-01;-1
CI;2010-01-01;-1
CI;2011-01-01;-1
CI;2012-01-01;27
CI;2013-01-01;-1
CI;2014-01-01;-1
CI;2015-01-01;-1
CI;2016-01-01;-1
CI;2017-01-01;-1
CI;2018-01-01;-1
HR;1980-01-01;-1
HR;1981-01-01;-1
HR;1982-01-01;-1
HR;1983-01-01;-1
HR;1984-01-01;-1
HR;1985-01-01;-1
HR;1986-01-01;-1
HR;1987-01-01;-1
HR;1988-01-01;-1
HR;1989-01-01;-1
HR;1990-01-01;-1
HR;1991-01-01;-1
HR;1992-01-01;1489
HR;1993-01-01;1249
HR;1994-01-01;861
HR;1995-01-01;600
HR;1996-01-01;615
HR;1997-01-01;712
HR;1998-01-01;619
HR;1999-01-01;390
HR;2000-01-01;875
HR;2001-01-01;961
HR;2002-01-01;1031
HR;2003-01-01;1086
HR;2004-01-01;1224
HR;2005-01-01;1012
HR;2006-01-01;436
HR;2007-01-01;437
HR;2008-01-01;401
HR;2009-01-01;318
HR;2010-01-01;278
HR;2011-01-01;251
HR;2012-01-01;249
HR;2013-01-01;253
HR;2014-01-01;200
HR;2015-01-01;186
HR;2016-01-01;188
HR;2017-01-01;159
HR;2018-01-01;136
CU;1980-01-01;199
CU;1981-01-01;180
CU;1982-01-01;222
CU;1983-01-01;197
CU;1984-01-01;242
CU;1985-01-01;19
CU;1986-01-01;21
CU;1987-01-01;14
CU;1988-01-01;19
CU;1989-01-01;20
CU;1990-01-01;26
CU;1991-01-01;24
CU;1992-01-01;20
CU;1993-01-01;14
CU;1994-01-01;152
CU;1995-01-01;137
CU;1996-01-01;123
CU;1997-01-01;140
CU;1998-01-01;-1
CU;1999-01-01;237
CU;2000-01-01;-1
CU;2001-01-01;-1
CU;2002-01-01;-1
CU;2003-01-01;-1
CU;2004-01-01;-1
CU;2005-01-01;285
CU;2006-01-01;257
CU;2007-01-01;284
CU;2008-01-01;258
CU;2009-01-01;231
CU;2010-01-01;-1
CU;2011-01-01;246
CU;2012-01-01;178
CU;2013-01-01;170
CU;2014-01-01;150
CU;2015-01-01;-1
CU;2016-01-01;195
CU;2017-01-01;174
CU;2018-01-01;155
CY;1980-01-01;67
CY;1981-01-01;34
CY;1982-01-01;38
CY;1983-01-01;48
CY;1984-01-01;56
CY;1985-01-01;43
CY;1986-01-01;30
CY;1987-01-01;-1
CY;1988-01-01;-1
CY;1989-01-01;-1
CY;1990-01-01;43
CY;1991-01-01;53
CY;1992-01-01;57
CY;1993-01-01;-1
CY;1994-01-01;-1
CY;1995-01-01;-1
CY;1996-01-01;-1
CY;1997-01-01;-1
CY;1998-01-01;-1
CY;1999-01-01;46
CY;2000-01-01;70
CY;2001-01-01;48
CY;2002-01-01;69
CY;2003-01-01;97
CY;2004-01-01;94
CY;2005-01-01;64
CY;2006-01-01;34
CY;2007-01-01;19
CY;2008-01-01;21
CY;2009-01-01;12
CY;2010-01-01;8
CY;2011-01-01;8
CY;2012-01-01;12
CY;2013-01-01;3
CY;2014-01-01;4
CY;2015-01-01;7
CY;2016-01-01;4
CY;2017-01-01;12
CY;2018-01-01;4
CS;1980-01-01;9642
CS;1981-01-01;10055
CS;1982-01-01;10150
CS;1983-01-01;10307
CS;1984-01-01;10658
CS;1985-01-01;958
CS;1986-01-01;929
CS;1987-01-01;953
CS;1988-01-01;997
CS;1989-01-01;988
CS;1990-01-01;2276
CS;1991-01-01;4202
CS;1992-01-01;4079
CS;1993-01-01;-1
CS;1994-01-01;-1
CS;1995-01-01;-1
CS;1996-01-01;-1
CS;1997-01-01;-1
CS;1998-01-01;-1
CS;1999-01-01;-1
CS;2000-01-01;-1
CS;2001-01-01;-1
CS;2002-01-01;-1
CS;2003-01-01;-1
CS;2004-01-01;-1
CS;2005-01-01;-1
CS;2006-01-01;-1
CS;2007-01-01;-1
CS;2008-01-01;-1
CS;2009-01-01;-1
CS;2010-01-01;-1
CS;2011-01-01;-1
CS;2012-01-01;-1
CS;2013-01-01;-1
CS;2014-01-01;-1
CS;2015-01-01;-1
CS;2016-01-01;-1
CS;2017-01-01;-1
CS;2018-01-01;-1
CZ;1980-01-01;-1
CZ;1981-01-01;-1
CZ;1982-01-01;-1
CZ;1983-01-01;-1
CZ;1984-01-01;-1
CZ;1985-01-01;-1
CZ;1986-01-01;-1
CZ;1987-01-01;-1
CZ;1988-01-01;-1
CZ;1989-01-01;-1
CZ;1990-01-01;-1
CZ;1991-01-01;-1
CZ;1992-01-01;-1
CZ;1993-01-01;2933
CZ;1994-01-01;3349
CZ;1995-01-01;3519
CZ;1996-01-01;3861
CZ;1997-01-01;4240
CZ;1998-01-01;4395
CZ;1999-01-01;4800
CZ;2000-01-01;4939
CZ;2001-01-01;4752
CZ;2002-01-01;5557
CZ;2003-01-01;3579
CZ;2004-01-01;1252
CZ;2005-01-01;830
CZ;2006-01-01;836
CZ;2007-01-01;908
CZ;2008-01-01;854
CZ;2009-01-01;881
CZ;2010-01-01;982
CZ;2011-01-01;880
CZ;2012-01-01;1017
CZ;2013-01-01;1081
CZ;2014-01-01;972
CZ;2015-01-01;952
CZ;2016-01-01;839
CZ;2017-01-01;860
CZ;2018-01-01;732
KP;1980-01-01;-1
KP;1981-01-01;-1
KP;1982-01-01;-1
KP;1983-01-01;-1
KP;1984-01-01;-1
KP;1985-01-01;-1
KP;1986-01-01;8
KP;1987-01-01;32
KP;1988-01-01;13
KP;1989-01-01;13
KP;1990-01-01;38
KP;1991-01-01;8
KP;1992-01-01;8
KP;1993-01-01;-1
KP;1994-01-01;-1
KP;1995-01-01;-1
KP;1996-01-01;-1
KP;1997-01-01;-1
KP;1998-01-01;-1
KP;1999-01-01;-1
KP;2000-01-01;-1
KP;2001-01-01;-1
KP;2002-01-01;-1
KP;2003-01-01;-1
KP;2004-01-01;-1
KP;2005-01-01;5927
KP;2006-01-01;6406
KP;2007-01-01;6922
KP;2008-01-01;-1
KP;2009-01-01;8011
KP;2010-01-01;8057
KP;2011-01-01;7995
KP;2012-01-01;8381
KP;2013-01-01;-1
KP;2014-01-01;-1
KP;2015-01-01;-1
KP;2016-01-01;-1
KP;2017-01-01;-1
KP;2018-01-01;-1
DK;1980-01-01;5569
DK;1981-01-01;5830
DK;1982-01-01;5801
DK;1983-01-01;6087
DK;1984-01-01;6278
DK;1985-01-01;6092
DK;1986-01-01;6344
DK;1987-01-01;5766
DK;1988-01-01;7321
DK;1989-01-01;5803
DK;1990-01-01;3061
DK;1991-01-01;1431
DK;1992-01-01;1565
DK;1993-01-01;1413
DK;1994-01-01;1450
DK;1995-01-01;1484
DK;1996-01-01;1505
DK;1997-01-01;1537
DK;1998-01-01;1709
DK;1999-01-01;1787
DK;2000-01-01;1870
DK;2001-01-01;1945
DK;2002-01-01;1984
DK;2003-01-01;1925
DK;2004-01-01;2015
DK;2005-01-01;1823
DK;2006-01-01;1691
DK;2007-01-01;1857
DK;2008-01-01;1829
DK;2009-01-01;1649
DK;2010-01-01;1768
DK;2011-01-01;1771
DK;2012-01-01;1635
DK;2013-01-01;1534
DK;2014-01-01;1583
DK;2015-01-01;1732
DK;2016-01-01;1850
DK;2017-01-01;1772
DK;2018-01-01;1501
DJ;1980-01-01;-1
DJ;1981-01-01;-1
DJ;1982-01-01;-1
DJ;1983-01-01;-1
DJ;1984-01-01;-1
DJ;1985-01-01;-1
DJ;1986-01-01;-1
DJ;1987-01-01;-1
DJ;1988-01-01;-1
DJ;1989-01-01;-1
DJ;1990-01-01;-1
DJ;1991-01-01;-1
DJ;1992-01-01;-1
DJ;1993-01-01;-1
DJ;1994-01-01;-1
DJ;1995-01-01;-1
DJ;1996-01-01;-1
DJ;1997-01-01;-1
DJ;1998-01-01;-1
DJ;1999-01-01;-1
DJ;2000-01-01;-1
DJ;2001-01-01;-1
DJ;2002-01-01;-1
DJ;2003-01-01;-1
DJ;2004-01-01;-1
DJ;2005-01-01;-1
DJ;2006-01-01;-1
DJ;2007-01-01;-1
DJ;2008-01-01;-1
DJ;2009-01-01;-1
DJ;2010-01-01;-1
DJ;2011-01-01;-1
DJ;2012-01-01;-1
DJ;2013-01-01;3
DJ;2014-01-01;4
DJ;2015-01-01;-1
DJ;2016-01-01;-1
DJ;2017-01-01;-1
DJ;2018-01-01;-1
DM;1980-01-01;-1
DM;1981-01-01;-1
DM;1982-01-01;-1
DM;1983-01-01;-1
DM;1984-01-01;-1
DM;1985-01-01;-1
DM;1986-01-01;-1
DM;1987-01-01;-1
DM;1988-01-01;-1
DM;1989-01-01;-1
DM;1990-01-01;-1
DM;1991-01-01;-1
DM;1992-01-01;-1
DM;1993-01-01;-1
DM;1994-01-01;-1
DM;1995-01-01;2
DM;1996-01-01;-1
DM;1997-01-01;-1
DM;1998-01-01;-1
DM;1999-01-01;-1
DM;2000-01-01;-1
DM;2001-01-01;-1
DM;2002-01-01;-1
DM;2003-01-01;-1
DM;2004-01-01;-1
DM;2005-01-01;-1
DM;2006-01-01;-1
DM;2007-01-01;-1
DM;2008-01-01;-1
DM;2009-01-01;-1
DM;2010-01-01;-1
DM;2011-01-01;-1
DM;2012-01-01;-1
DM;2013-01-01;-1
DM;2014-01-01;-1
DM;2015-01-01;-1
DM;2016-01-01;4
DM;2017-01-01;3
DM;2018-01-01;4
DO;1980-01-01;-1
DO;1981-01-01;-1
DO;1982-01-01;-1
DO;1983-01-01;91
DO;1984-01-01;-1
DO;1985-01-01;-1
DO;1986-01-01;149
DO;1987-01-01;-1
DO;1988-01-01;-1
DO;1989-01-01;-1
DO;1990-01-01;-1
DO;1991-01-01;-1
DO;1992-01-01;-1
DO;1993-01-01;-1
DO;1994-01-01;-1
DO;1995-01-01;-1
DO;1996-01-01;-1
DO;1997-01-01;-1
DO;1998-01-01;-1
DO;1999-01-01;-1
DO;2000-01-01;68
DO;2001-01-01;157
DO;2002-01-01;183
DO;2003-01-01;202
DO;2004-01-01;205
DO;2005-01-01;225
DO;2006-01-01;295
DO;2007-01-01;145
DO;2008-01-01;53
DO;2009-01-01;255
DO;2010-01-01;343
DO;2011-01-01;333
DO;2012-01-01;284
DO;2013-01-01;268
DO;2014-01-01;260
DO;2015-01-01;252
DO;2016-01-01;270
DO;2017-01-01;271
DO;2018-01-01;228
EC;1980-01-01;187
EC;1981-01-01;194
EC;1982-01-01;144
EC;1983-01-01;136
EC;1984-01-01;120
EC;1985-01-01;-1
EC;1986-01-01;131
EC;1987-01-01;99
EC;1988-01-01;121
EC;1989-01-01;120
EC;1990-01-01;-1
EC;1991-01-01;88
EC;1992-01-01;107
EC;1993-01-01;121
EC;1994-01-01;339
EC;1995-01-01;278
EC;1996-01-01;361
EC;1997-01-01;310
EC;1998-01-01;462
EC;1999-01-01;490
EC;2000-01-01;551
EC;2001-01-01;263
EC;2002-01-01;114
EC;2003-01-01;422
EC;2004-01-01;503
EC;2005-01-01;591
EC;2006-01-01;759
EC;2007-01-01;798
EC;2008-01-01;849
EC;2009-01-01;674
EC;2010-01-01;694
EC;2011-01-01;-1
EC;2012-01-01;-1
EC;2013-01-01;482
EC;2014-01-01;382
EC;2015-01-01;495
EC;2016-01-01;374
EC;2017-01-01;417
EC;2018-01-01;405
EG;1980-01-01;807
EG;1981-01-01;797
EG;1982-01-01;766
EG;1983-01-01;815
EG;1984-01-01;832
EG;1985-01-01;839
EG;1986-01-01;809
EG;1987-01-01;766
EG;1988-01-01;664
EG;1989-01-01;648
EG;1990-01-01;789
EG;1991-01-01;787
EG;1992-01-01;818
EG;1993-01-01;831
EG;1994-01-01;836
EG;1995-01-01;1101
EG;1996-01-01;1210
EG;1997-01-01;-1
EG;1998-01-01;1633
EG;1999-01-01;1682
EG;2000-01-01;1615
EG;2001-01-01;1387
EG;2002-01-01;1415
EG;2003-01-01;1119
EG;2004-01-01;694
EG;2005-01-01;1436
EG;2006-01-01;1966
EG;2007-01-01;2105
EG;2008-01-01;2130
EG;2009-01-01;1942
EG;2010-01-01;2230
EG;2011-01-01;2209
EG;2012-01-01;2211
EG;2013-01-01;2057
EG;2014-01-01;2136
EG;2015-01-01;2055
EG;2016-01-01;2178
EG;2017-01-01;2279
EG;2018-01-01;2255
SV;1980-01-01;91
SV;1981-01-01;-1
SV;1982-01-01;83
SV;1983-01-01;123
SV;1984-01-01;96
SV;1985-01-01;56
SV;1986-01-01;-1
SV;1987-01-01;-1
SV;1988-01-01;-1
SV;1989-01-01;53
SV;1990-01-01;54
SV;1991-01-01;36
SV;1992-01-01;108
SV;1993-01-01;85
SV;1994-01-01;86
SV;1995-01-01;67
SV;1996-01-01;-1
SV;1997-01-01;-1
SV;1998-01-01;-1
SV;1999-01-01;-1
SV;2000-01-01;-1
SV;2001-01-01;-1
SV;2002-01-01;-1
SV;2003-01-01;-1
SV;2004-01-01;-1
SV;2005-01-01;-1
SV;2006-01-01;-1
SV;2007-01-01;-1
SV;2008-01-01;-1
SV;2009-01-01;-1
SV;2010-01-01;-1
SV;2011-01-01;-1
SV;2012-01-01;217
SV;2013-01-01;183
SV;2014-01-01;187
SV;2015-01-01;203
SV;2016-01-01;175
SV;2017-01-01;182
SV;2018-01-01;139
EE;1980-01-01;-1
EE;1981-01-01;-1
EE;1982-01-01;-1
EE;1983-01-01;-1
EE;1984-01-01;-1
EE;1985-01-01;-1
EE;1986-01-01;-1
EE;1987-01-01;-1
EE;1988-01-01;-1
EE;1989-01-01;-1
EE;1990-01-01;-1
EE;1991-01-01;-1
EE;1992-01-01;-1
EE;1993-01-01;-1
EE;1994-01-01;468
EE;1995-01-01;79
EE;1996-01-01;210
EE;1997-01-01;375
EE;1998-01-01;463
EE;1999-01-01;617
EE;2000-01-01;804
EE;2001-01-01;717
EE;2002-01-01;719
EE;2003-01-01;602
EE;2004-01-01;124
EE;2005-01-01;38
EE;2006-01-01;45
EE;2007-01-01;63
EE;2008-01-01;72
EE;2009-01-01;96
EE;2010-01-01;97
EE;2011-01-01;77
EE;2012-01-01;25
EE;2013-01-01;42
EE;2014-01-01;50
EE;2015-01-01;36
EE;2016-01-01;30
EE;2017-01-01;41
EE;2018-01-01;30
SZ;1980-01-01;-1
SZ;1981-01-01;-1
SZ;1982-01-01;-1
SZ;1983-01-01;-1
SZ;1984-01-01;35
SZ;1985-01-01;30
SZ;1986-01-01;-1
SZ;1987-01-01;-1
SZ;1988-01-01;-1
SZ;1989-01-01;27
SZ;1990-01-01;-1
SZ;1991-01-01;-1
SZ;1992-01-01;47
SZ;1993-01-01;-1
SZ;1994-01-01;-1
SZ;1995-01-01;-1
SZ;1996-01-01;-1
SZ;1997-01-01;-1
SZ;1998-01-01;-1
SZ;1999-01-01;-1
SZ;2000-01-01;-1
SZ;2001-01-01;-1
SZ;2002-01-01;-1
SZ;2003-01-01;-1
SZ;2004-01-01;-1
SZ;2005-01-01;-1
SZ;2006-01-01;-1
SZ;2007-01-01;-1
SZ;2008-01-01;-1
SZ;2009-01-01;-1
SZ;2010-01-01;-1
SZ;2011-01-01;6
SZ;2012-01-01;3
SZ;2013-01-01;-1
SZ;2014-01-01;2
SZ;2015-01-01;2
SZ;2016-01-01;-1
SZ;2017-01-01;-1
SZ;2018-01-01;-1
ET;1980-01-01;-1
ET;1981-01-01;-1
ET;1982-01-01;-1
ET;1983-01-01;-1
ET;1984-01-01;-1
ET;1985-01-01;-1
ET;1986-01-01;-1
ET;1987-01-01;-1
ET;1988-01-01;-1
ET;1989-01-01;-1
ET;1990-01-01;-1
ET;1991-01-01;-1
ET;1992-01-01;-1
ET;1993-01-01;-1
ET;1994-01-01;-1
ET;1995-01-01;-1
ET;1996-01-01;3
ET;1997-01-01;-1
ET;1998-01-01;11
ET;1999-01-01;18
ET;2000-01-01;12
ET;2001-01-01;15
ET;2002-01-01;13
ET;2003-01-01;9
ET;2004-01-01;4
ET;2005-01-01;5
ET;2006-01-01;10
ET;2007-01-01;37
ET;2008-01-01;-1
ET;2009-01-01;-1
ET;2010-01-01;-1
ET;2011-01-01;38
ET;2012-01-01;14
ET;2013-01-01;25
ET;2014-01-01;24
ET;2015-01-01;50
ET;2016-01-01;36
ET;2017-01-01;53
ET;2018-01-01;62
R3;1980-01-01;-1
R3;1981-01-01;-1
R3;1982-01-01;-1
R3;1983-01-01;-1
R3;1984-01-01;-1
R3;1985-01-01;-1
R3;1986-01-01;-1
R3;1987-01-01;-1
R3;1988-01-01;-1
R3;1989-01-01;-1
R3;1990-01-01;-1
R3;1991-01-01;-1
R3;1992-01-01;-1
R3;1993-01-01;-1
R3;1994-01-01;-1
R3;1995-01-01;-1
R3;1996-01-01;-1
R3;1997-01-01;264000
R3;1998-01-01;278200
R3;1999-01-01;295800
R3;2000-01-01;320800
R3;2001-01-01;329900
R3;2002-01-01;317300
R3;2003-01-01;324100
R3;2004-01-01;323000
R3;2005-01-01;326000
R3;2006-01-01;333100
R3;2007-01-01;339300
R3;2008-01-01;345900
R3;2009-01-01;323400
R3;2010-01-01;343300
R3;2011-01-01;334100
R3;2012-01-01;345800
R3;2013-01-01;345900
R3;2014-01-01;346100
R3;2015-01-01;360100
R3;2016-01-01;354900
R3;2017-01-01;356000
R3;2018-01-01;362000
FJ;1980-01-01;13
FJ;1981-01-01;14
FJ;1982-01-01;-1
FJ;1983-01-01;-1
FJ;1984-01-01;-1
FJ;1985-01-01;18
FJ;1986-01-01;17
FJ;1987-01-01;-1
FJ;1988-01-01;-1
FJ;1989-01-01;-1
FJ;1990-01-01;-1
FJ;1991-01-01;-1
FJ;1992-01-01;-1
FJ;1993-01-01;-1
FJ;1994-01-01;-1
FJ;1995-01-01;-1
FJ;1996-01-01;-1
FJ;1997-01-01;-1
FJ;1998-01-01;-1
FJ;1999-01-01;-1
FJ;2000-01-01;-1
FJ;2001-01-01;-1
FJ;2002-01-01;-1
FJ;2003-01-01;-1
FJ;2004-01-01;-1
FJ;2005-01-01;-1
FJ;2006-01-01;-1
FJ;2007-01-01;-1
FJ;2008-01-01;-1
FJ;2009-01-01;-1
FJ;2010-01-01;-1
FJ;2011-01-01;-1
FJ;2012-01-01;-1
FJ;2013-01-01;-1
FJ;2014-01-01;-1
FJ;2015-01-01;-1
